,Post,Comment,Likes,Sentiment,Tipo,Produto/Serviço
40,https://www.facebook.com/caixa/photos/a.333880909994306.71311.155187484530317/1363831680332552/?type=3,COMO FAZ PRA PEDIR NOVO CARTÃO??,0,Neutro,Dúvida,Cartões
41,https://www.facebook.com/caixa/photos/a.333880909994306.71311.155187484530317/1363831680332552/?type=3,quero renegociar minha dívida da habitação,0,Neutro,Solicitação,Habitação
42,https://www.facebook.com/caixa/photos/a.333880909994306.71311.155187484530317/1363831680332552/?type=3,E como aucopanhalo?,0,,,
43,https://www.facebook.com/caixa/photos/a.333880909994306.71311.155187484530317/1363831680332552/?type=3,COMO SABER,0,,,
44,https://www.facebook.com/caixa/photos/a.333880909994306.71311.155187484530317/1363831680332552/?type=3,Enviei msg podem responder obg,0,,,
45,https://www.facebook.com/caixa/photos/a.333880909994306.71311.155187484530317/1363831680332552/?type=3,Quero renegociar,0,,,
46,https://www.facebook.com/caixa/photos/a.333880909994306.71311.155187484530317/1363831680332552/?type=3,quero renegociar,0,,,
47,https://www.facebook.com/caixa/photos/a.333880909994306.71311.155187484530317/1363831680332552/?type=3,Quero negociar,0,,,
48,https://www.facebook.com/caixa/photos/a.333880909994306.71311.155187484530317/1363831680332552/?type=3,0800 fora do ar ?,0,,,
49,https://www.facebook.com/caixa/photos/a.333880909994306.71311.155187484530317/1363831680332552/?type=3,"FOTO DE UMA FILA DE ATENDIMENTO DA CAIXA, TODOS ESPERANDO, SENTADOS NO CHÃO, POR UM ATENDIMENTO DESATENCIOSO, FALHO E ....",0,Negativo,Reclamação,Atendimento Agências
50,https://www.facebook.com/caixa/photos/a.333880909994306.71311.155187484530317/1363831680332552/?type=3,"Há vários dias venho tentando contato com a caixa todos sem sucesso , já liguei no 0800, falam que eu tenho que entra em contato com uma agência de cobrança , ligo lá eles falam que eu tenho que procurar a caixa , na minha agência não estar havendo atendimento devido a greve dos vigilantes, já tentei conversar no privado , porém ninguém responde , é uma falta de respeito com consumidor, ficam nos empurrando de um lado para o outro , estou há dias tento resolver e não exito.",0,Negativo,Reclamação,
51,https://www.facebook.com/caixa/photos/a.333880909994306.71311.155187484530317/1363831680332552/?type=3,"Gente. PeloamordeDeus!!!!!!!!!!!!!
Eu já acessei o site, já tenho cadastro no Internet Banking.

Mas meus dispositivos não estão cadastrados.
Para cadastrar eles mandam uma senha por SMS, mas meu numero do Brasil que está no meu cadastro não funciona aqui.
Não consigo ligar aí, nem a cobrar e nem sem ser a cobrar. Pois estou na Irlanda. Aqui a Embratel não tem serviço de ligação a cobrar.

Não me importa o que aconteceu com a funcionária. Com todo respeito.
Estou pedindo ajuda com isso. Se desse para eu fazer sozinha já teria feito.

É possível me ajudar? Vcs ficam me respondendo dizendo para olhar no site. Estão ganhando tempo.
E eu eestou com urgencia fora do meu país sem dinheiro e é assim que vcs me tratam.

Que descaso.!!",0,Negativo,Reclamação,Internet Banking
52,https://www.facebook.com/caixa/photos/a.333880909994306.71311.155187484530317/1363831680332552/?type=3,QUERIA SABER SE VAI ACONTECER IGUAL COLLOR.MEU DINHEIRO FOI PARA O ESPAÇOO NA EPOCA. OBRIGADO,0,,,
53,https://www.facebook.com/caixa/photos/a.333880909994306.71311.155187484530317/1363831680332552/?type=3,"No dia 01-03-18 por volta das 15:30hs, me dirigi a agencia da CEF -  Rua Albano Schmidt, 1566 - Bairro Boa Vista - Joinville-SC, p/
aguardar um cliente Sr. Jolmar Mondini, para entrega de extratos bancários p/ processo imobiliário. Nesta agencia da CEF, eu estava acompanhado do meu colega de trabalho Sr. Douglas Estevão, onde chegamos e ficamos aguardando dentro (da agencia)  junto a área de acesso aos caixas eletrônicos, fato que pode ser comprovado pelas câmeras.  Enquanto aguardávamos o Sr. Jolmar, precisei sair por alguns minutos p/ buscar meu celular no carro e fazer uma ligação, e foi neste momento que fui abordado pelo gerente Sr. Luis Alberto,  que de forma dura e num tom elevado disse que estávamos coagindo e importunando clientes. Sem entender o que estava acontecendo, me identifiquei como funcionário da Embracon, onde apresentei meu crachá e RG (as cameras de segurança podem comprovar). Mesmo me identificando e explicando o motivo de estarmos ali, o Sr. Luis continuou me acusando de me aproximar dos clientes e importunar. Do balcão de atendimento ele falava alto, e várias pessoas dentro da agencia nos olhando como se fossemos assaltantes. Sr. Jolmar (cliente) que estava no caixa eletrônico tirando o extrato, viu toda a cena e veio em direção ao gerente Sr Luis dizendo que tal abordagem era totalmente desnecessária e sem fundamento. Bem próoximo deste gerente havia uma funcionária da CEF Srta. Kelly que tbem presenciou a cena. Lamento o despreparo do gerente que saiu do seu posto de trabalho p/ nos caluniar e difamar em tom elevado, sendo que esta agência possui 2 seguranças os quais em nenhum momento sentiram que éramos uma ameaça aos clientes. Nunca me senti tão humilhado e envergonhado por uma pessoa totalmente despreparado. Se as imagens das câmeras são forem apagadas, todo este fato pode ser apurado e comprovado minha movimentação dentro do banco. Portanto estou abrindo um BO para providencias cabíveis à este funcionário da Caixa Econômica Federal.",0,Negativo,Reclamação,Atendimento Agências
54,https://www.facebook.com/caixa/photos/a.333880909994306.71311.155187484530317/1363831680332552/?type=3,"Olá sou Maria Luiza e trabalho na Prefeitura Municipal de Volta Redonda, virá o caminhão da  Sorte em Volta Redonda e gostaríamos de saber se neste dia pode ser colocado próximo ao eventos barracas, ex.: A Secretaria Municipal de Saúde - Barraca de aferição de pressão e glicose - Secretaria de Educação - trabalhos diversos e etc. Por gentileza queira nos informar caso seja possível, abraços!",0,Neutro,Dúvida,Outros/Não Especificado
55,https://www.facebook.com/caixa/photos/a.333880909994306.71311.155187484530317/1363831680332552/?type=3,"O meu caso parece impossível de resolver! Será que por aqui consigo solução? São 4 meses de espera, de ligações sem retorno, de idas até a caixa atoa, muito chá de cadeira, vários prazos furados, e-mails sem resposta e NADA DE SOLUÇÃO! Quitei meu financiamento com a caixa e só preciso da carta de quitação do contrato para poder passar minha construção para o nome do comprador (o qual já está prestes a desistir do negócio) o caso passa de mão em mão, setor por setor e a carta de quitação não sai! Este é o último mês para tentar resolver isso amigávelmente, pois sem condições psicológicas de continuar com essa situação irei contratar um advogado para resolvermos na justiça.",0,Negativo,Reclamação,"Habitação, Atendimento Agências"
56,https://www.facebook.com/caixa/photos/a.333880909994306.71311.155187484530317/1363831680332552/?type=3,"Olá 
Bom dia 
Eu moro disanteiro da minha agência 
Preciso muito pedir outro cartão 
Consigo isso sem ir na agência? 
A numeração do meu apagou
E o endereço que tenho lá mudou e não foi atutilizado
Grata",0,Neutro,Dúvida,Cartões
57,https://www.facebook.com/caixa/photos/a.333880909994306.71311.155187484530317/1363831680332552/?type=3,"Um absurdo tirar a impressão de cheques dos totens, temos que enfrentar duas filas para pegar um talão... perder hora de almoço e chegar atrasada no trabalho . A Caixa complicando a vida do trabalhador .",1,Negativo,Reclamação,Atendimento Agências
58,https://www.facebook.com/caixa/photos/a.333880909994306.71311.155187484530317/1363831680332552/?type=3,Eu estou na maior dor de cabeça! Pelo amor de Deus atualizem meu endereço! Já fui na minha agência ( que por sinal é bem distante) fiz a atualização pelo aplicativo da Caixa e nada resolve. Meu cartão de crédito voltou e não estou conseguindo solicitar outro porque o sistema não está atualizando o endereço. Me ajudem por favor!,0,Negativo,Solicitação,"Cartões, Atendimento Agências"
59,https://www.facebook.com/caixa/photos/a.333880909994306.71311.155187484530317/1363831680332552/?type=3,Tentei fazer um CDC pelo internet banking mais só aparece a mensagem 2053 transação não concluída. Por favor digite todos os campos novamente?a dias também tento ligar no 0800 e não aparece mais a opção que preciso.ninguem responde inbox????,0,Neutro,Dúvida,"Empréstimos, Internet Banking"
60,https://www.facebook.com/caixa/photos/a.333880909994306.71311.155187484530317/1363831680332552/?type=3,"Fiz um consórcio de automóvel pela caixa, pioooorrrr besteira, niguém quer a carta. Porque? Pq demoram mais de 40 dias para liberarem o dinheiro para o vendedor. Pioooorrrr furada.",0,Negativo,Reclamação,Outros/Não Especificado
61,https://www.facebook.com/caixa/photos/a.333880909994306.71311.155187484530317/1363831680332552/?type=3,"Jamais tenham um cartão Caixa, jamais. Atendimento não dá protocolo, seu cartão é clonado e demoram mais que o prazo estipulado de 20 dias úteis para resolver e o cliente tem que provar sua honestidade. Uma vergonha, não caiam nessa de Cartão Caixa!",0,Negativo,Reclamação,Cartões
62,https://www.facebook.com/caixa/photos/a.333880909994306.71311.155187484530317/1363831680332552/?type=3,"Não confiem nos gerentes das agências da Caixa Econômica Federal, principalmente da Agência Borba Gato, eles são desonestos, colocam nos meios dos documentos que vocês precisam assinar para fazer alguma solicitação dentro do banco,  Seguros que vocês não solicitaram e acabam assinando sem saber!!!",0,Negativo,Reclamação,Atendimento Agências
63,https://www.facebook.com/caixa/photos/a.333880909994306.71311.155187484530317/1363831680332552/?type=3,"Péssimo atendimento, desde ontem que espero um email da caixa e até agora nada, me derem 24 horas, já se passaram mais de 30 horas e nada. No site não consegui atualizar o boleto.",0,Negativo,Reclamação,Outros/Não Especificado
64,https://www.facebook.com/caixa/photos/a.333880909994306.71311.155187484530317/1363831680332552/?type=3,"Já estou completamente esgotado...não é possível que este banco não consiga me atender... tenho conta a diversos anos, e não consigo ter paz... paguei a conta do meu cartão em uma das agências caixa, o valor não foi compensado, meu nome foi para o SPC o cartão foi congelado...e quando tiro o extrato o valor foi retirado da minha conta... aconteceu mais de uma vez... o valor está retido em uma agência do meier..e eu como devedor... um absurdo... na minha agencia dizem que não podem resolver, que tem que ser na central de cartões, que por sua vez me deu 10 dias para espera, não obtive resposta...se não resolverem hoje vou processar... NÃO AGUENTO MAIS!!! numero de protocolo:2190417071710",0,Negativo,Reclamação,"Cartões, Atendimento Agências"
65,https://www.facebook.com/caixa/photos/a.333880909994306.71311.155187484530317/1363831680332552/?type=3,"Bom dia! Gostaria de saber, se esta conceituada instituição está financiando uns imóveis que estão sendo construidos no Engenho Novo, pela construtora Cury? Me informem por favor? Obrigado!",0,Negativo,Dúvida,Habitação
66,https://www.facebook.com/caixa/photos/a.333880909994306.71311.155187484530317/1363831680332552/?type=3,Olá sou gostaria de tirar uma dúvida fiquei de licença maternidade  3 mês tive meu filho janeiro de 2016  e agora fui tirar meu Pis e saiu descontado os 3 mês de licença isso pode ou  não,0,Neutro,Dúvida,PIS
67,https://www.facebook.com/caixa/photos/a.333880909994306.71311.155187484530317/1363831680332552/?type=3,"Olá,paz e alegria! Desejo colocar em minha casa sistema de energia solar e aquecimento. Posso usar parte do meu FGTS? Obrigado",0,Neutro,Dúvida,FGTS
68,https://www.facebook.com/caixa/photos/a.333880909994306.71311.155187484530317/1363831680332552/?type=3,"Bom Dia!! O correio trouxe o meu cartão da caixa só que ñ ntinha ningem pra receber,como posso saber se o meu cartão voltou pra agencia ou se o correio vai mandar de novo???",0,Neutro,Dúvida,Cartões
69,https://www.facebook.com/caixa/photos/a.333880909994306.71311.155187484530317/1363831680332552/?type=3,"oi, fiz uma conta poupança da caixa, e recebi meu 1° pagamento sem o cartão. direto na boca do caixa, agora, hoje recebi o pagamento do mês, e ja tenho o cartão. fiz a senha com as letras normalmente, so que na hora que eu fui fazer o saque, apareceu a mensagem: ""Conta suspensa, marcada para saque total."" oque eu tenho que fazer neste caso? E tambem, eu tirei o extrato da conta, e no extrato fala que não tem nada bloqueado!",2,Neutro,Dúvida,Contas
70,https://www.facebook.com/caixa/photos/a.333880909994306.71311.155187484530317/1363831680332552/?type=3,"Poxa fui a uma caixa hoje tentar tirar meu cartão de crédito universitário e o bancário disse que eu não poderia tirar porque eu não tenho relacionamento com a caixa kkkk eu o infomei que possuo contrato de fies e tbm uma conta na referente caixa e depois disso ele não soube mais passar a informação ,situação frustrante ,depois de encarar um fila gigante não consegui algo que pensei se simples.",1,Negativo,Reclamação,Atendimento Agências
71,https://www.facebook.com/caixa/photos/a.333880909994306.71311.155187484530317/1363831680332552/?type=3,"Tem uma quadrilha trabalhando na caixa, por conta de uma dívida bloquearam toda minha pensão foi preciso ameaçar chamar a policia pra desbloquear minha conta",1,Negativo,Denúncia,Contas
72,https://www.facebook.com/caixa/photos/a.333880909994306.71311.155187484530317/1363831680332552/?type=3,"Eu perdi o meu cartão tô desesperada me ajudem quero fazer outro já telefonei pra agência mais não consegui nada.temho que ir segunda feira na agência pra fazer alguma coisa minha agência é do teleporto no centro
. meu nome é Maria de Nazaré gama cotta.me ajudem por favor.",0,Neutro,Dúvida,Cartões
73,https://www.facebook.com/caixa/photos/a.333880909994306.71311.155187484530317/1363831680332552/?type=3,Boa tarde quais os documentos necessários para solicitar o cartão cidadão ?,0,Neutro,Dúvida,PIS
74,https://www.facebook.com/caixa/photos/a.333880909994306.71311.155187484530317/1363831680332552/?type=3,"Boa tarde !!!
Estou na caixa econômica de Sertãozinho SP da rua Barão do Rio Branco , pela segunda vez esse mês é advinha , tem um atendente para mais de 100 pessoas !!!
Isso é um absurdo !!",0,Negativo,Reclamação,Atendimento Agências
75,https://www.facebook.com/caixa/photos/a.333880909994306.71311.155187484530317/1363831680332552/?type=3,Preciso verificar meu fgts tenho direito se pedi demissão?,0,Neutro,Dúvida,FGTS
76,https://www.facebook.com/caixa/photos/a.333880909994306.71311.155187484530317/1363831680332552/?type=3,"Olá Caixa boa noite! 
Vamos lá! Essa semana fui em uma construtora para adquirir um apartamento na MRV até ai blz.
Recebi uma ligação dá vendedora dá MRV, para que eu pudesse ir na Caixa mais próximo de casa para saber o motivo de não ter liberado a venda do apartamento, sendo que eu estou com o nome limpo tudo OK sem nenhuma pendência. 
A moça lá na Caixa me informou que eu tenho que abrir uma conta na caixa econômica, para que eu tenha uma relação com vcs, tipo uma união que eu abra uma conta e faça movimentação nela, que eu vou no Itaú e faço uma portabilidade, quando meu pagamento cair ele vem direto para vcs, isso procede posso fazer tranquilo tudo isso ?
E resumindo só vou poder comprar o apartamento depois que eu fizer isso fora isso n tem como. 
E meu nome foi checado lá na hora eu vou que estava bloqueado para comprar que eu precisava ter um casamento com vcs. Aguardo contato obrigado.",0,Neutro,Dúvida,Habitação
77,https://www.facebook.com/caixa/photos/a.333880909994306.71311.155187484530317/1363831680332552/?type=3,"Boa noite
Eu tinha um cartão  de crédito da caixa por motivos financeiros atrasei e a divida foi enviada para a empresa Itupeva eu já paguei a divida más  fui a caixa tentar renovar um consignado que tenho com desconto em folha (sou funcionário público)  Não  consegui lá  consta esse débito  a pessoa que me atendeu informou que mesmo eu tendo pago essa divida nunca mais conseguirei fazer nenhum financiamento pela caixa.
Qual o motivo se eu paguei a divida?",0,Neutro,Dúvida,Empréstimos
78,https://www.facebook.com/caixa/photos/a.333880909994306.71311.155187484530317/1363831680332552/?type=3,"A Caixa AG 4143 está uma
 vergonha,demitiram ou impulsionaram a aposentadoria dos servidores,aí a agência fica sem funcionários,e o povo fica ( Cliente) fica na fila aguardando com cara de trouxa.👿👿👿
Existe o diabo, existe o inferno,existe o quinto dos infernos e existe tbm a *Caixa econômica* 😡😡😂😂",0,Negativo,Reclamação,Atendimento Agências
79,https://www.facebook.com/caixa/photos/a.333880909994306.71311.155187484530317/1363831680332552/?type=3,"Bom dia ..estou tentando a segunda via do boleto habitacional,mas ta dificil viu...meu Deus nunca tem sistema !!!",0,Negativo,Reclamação,Habitação
80,https://www.facebook.com/caixa/photos/a.333880909994306.71311.155187484530317/1363831680332552/?type=3,"Boa  noite,  gentileza,  mandei  uma  mens.  para  vcs.  imbox.  obg.",0,,,
